row_order,schedule_index,condition,model_key,model,pubmed_id,gold_label,decision,error_prob,action,parse_status,parse_notes,is_correct,evidence_policy,evidence_chars,max_tokens,threshold_rule,prompt_tokens,completion_tokens,total_tokens,api_attempts,api_error,retry_events_json,response_id,response_model,system_fingerprint,request_started_utc,request_finished_utc,latency_seconds,raw_response,raw_length
58,462,C1,gpt,gpt-4.1-mini,25432938,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,short,1200,300,explicit_numeric,520,20,540,1,,[],chatcmpl-EOYklM4jpOVRioU0Qzm6Ptb6qDkN9,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T01:29:30.969255+00:00,2026-09-16T01:29:31.578234+00:00,0.609,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
59,469,C1,gpt,gpt-4.1-mini,26485091,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,547,21,568,1,,[],chatcmpl-EOYktQmp09XSIfvgLUZi3xUsU3N91,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T01:29:39.023449+00:00,2026-09-16T01:29:39.651867+00:00,0.628,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
60,474,C1,gpt,gpt-4.1-mini,15208005,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1078,300,explicit_numeric,548,20,568,1,,[],chatcmpl-EOYkzJ3x145cME1FSZEz7YIKHch4R,gpt-4.1-mini-2025-04-14,fp_c1b49dfdf6,2026-09-16T01:29:44.691338+00:00,2026-09-16T01:29:45.399226+00:00,0.708,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
61,481,C1,gpt,gpt-4.1-mini,10759659,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,701,300,explicit_numeric,448,20,468,1,,[],chatcmpl-EOYl7Jyxhm85tLc0AkeAqZGZST6bC,gpt-4.1-mini-2025-04-14,fp_6e472412bd,2026-09-16T01:29:52.570473+00:00,2026-09-16T01:29:53.379702+00:00,0.809,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
62,494,C1,gpt,gpt-4.1-mini,25277731,INCONCLUSIVE,SUPPORTED,0.1,COMMIT,full,clean,0,short,523,300,explicit_numeric,416,20,436,1,,[],chatcmpl-EOYlMoixP5qwNdGexYfdRITnKqKlr,gpt-4.1-mini-2025-04-14,fp_2d64b11188,2026-09-16T01:30:07.418894+00:00,2026-09-16T01:30:08.133879+00:00,0.715,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
63,501,C1,gpt,gpt-4.1-mini,26818046,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1179,300,explicit_numeric,616,20,636,1,,[],chatcmpl-EOYlUuleq7POGTpAztjzHZc2jLuSS,gpt-4.1-mini-2025-04-14,fp_9462904437,2026-09-16T01:30:15.208963+00:00,2026-09-16T01:30:15.712069+00:00,0.503,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
64,506,C1,gpt,gpt-4.1-mini,15065192,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1179,300,explicit_numeric,579,20,599,1,,[],chatcmpl-EOYlZxx50MaYczYkwS08xZBquF8QU,gpt-4.1-mini-2025-04-14,fp_5077a5477e,2026-09-16T01:30:20.119697+00:00,2026-09-16T01:30:20.680332+00:00,0.561,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
65,513,C1,gpt,gpt-4.1-mini,24352924,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,558,20,578,1,,[],chatcmpl-EOYlgVkAod3b1EE9TaKV2jL6kXhD6,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T01:30:27.188231+00:00,2026-09-16T01:30:27.897192+00:00,0.709,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
66,526,C1,gpt,gpt-4.1-mini,17462393,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,576,21,597,1,,[],chatcmpl-EOYlunGlrRbAZT1QbU6MaNLfRZlNk,gpt-4.1-mini-2025-04-14,fp_477f138a18,2026-09-16T01:30:41.625006+00:00,2026-09-16T01:30:42.335316+00:00,0.71,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
67,533,C1,gpt,gpt-4.1-mini,22504515,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,short,1098,300,explicit_numeric,622,20,642,1,,[],chatcmpl-EOYm2yuQeqPbfvqvaiwkMIOd5T7tu,gpt-4.1-mini-2025-04-14,fp_276fc628c7,2026-09-16T01:30:49.209851+00:00,2026-09-16T01:30:49.797708+00:00,0.588,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
68,538,C1,gpt,gpt-4.1-mini,25675614,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,short,1200,300,explicit_numeric,554,20,574,1,,[],chatcmpl-EOYm7zBMSSSbPhWx7pyKLnKPThR68,gpt-4.1-mini-2025-04-14,fp_7801f140fb,2026-09-16T01:30:54.261864+00:00,2026-09-16T01:30:55.139498+00:00,0.878,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
69,545,C1,gpt,gpt-4.1-mini,18235194,INCONCLUSIVE,INCONCLUSIVE,0.2,COMMIT,full,clean,1,short,690,300,explicit_numeric,429,21,450,1,,[],chatcmpl-EOYmFPiYGxADS2p6XY7nuiswIMSmV,gpt-4.1-mini-2025-04-14,fp_41b7e497f3,2026-09-16T01:31:02.714528+00:00,2026-09-16T01:31:03.431559+00:00,0.717,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",60
70,558,C1,gpt,gpt-4.1-mini,18005142,SUPPORTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,531,21,552,1,,[],chatcmpl-EOYmTPTk01Ru2hGWIAiucOeqNmI1l,gpt-4.1-mini-2025-04-14,fp_c57a5fbe5e,2026-09-16T01:31:16.743910+00:00,2026-09-16T01:31:17.391181+00:00,0.647,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
71,565,C1,gpt,gpt-4.1-mini,21823940,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,short,1200,300,explicit_numeric,546,20,566,1,,[],chatcmpl-EOYmbRsFz891AJ5aSJvLdMWGfcmn8,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T01:31:24.427355+00:00,2026-09-16T01:31:25.036925+00:00,0.61,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
72,570,C1,gpt,gpt-4.1-mini,10331115,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,812,300,explicit_numeric,510,20,530,1,,[],chatcmpl-EOYmgPrYW6HQO5mu2NpBPvubh2ZvV,gpt-4.1-mini-2025-04-14,fp_91f6cdc319,2026-09-16T01:31:29.756279+00:00,2026-09-16T01:31:30.566798+00:00,0.811,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
73,577,C1,gpt,gpt-4.1-mini,24684514,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,589,21,610,1,,[],chatcmpl-EOYmoJYIPPlYul7nE5REqaSnk16ar,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T01:31:37.842977+00:00,2026-09-16T01:31:38.553624+00:00,0.711,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
74,590,C1,gpt,gpt-4.1-mini,14968373,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,961,300,explicit_numeric,522,20,542,1,,[],chatcmpl-EOYn2OsB4HKDcwdFJ2wtWs4jPUmiS,gpt-4.1-mini-2025-04-14,fp_c1b49dfdf6,2026-09-16T01:31:51.564340+00:00,2026-09-16T01:31:52.493075+00:00,0.929,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
75,597,C1,gpt,gpt-4.1-mini,20187289,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,603,21,624,1,,[],chatcmpl-EOYnARIEtdeh1ZLLp461PfqOhHBRK,gpt-4.1-mini-2025-04-14,fp_6e472412bd,2026-09-16T01:31:59.961156+00:00,2026-09-16T01:32:00.569691+00:00,0.609,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
76,602,C1,gpt,gpt-4.1-mini,22972546,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,589,21,610,1,,[],chatcmpl-EOYnFukTR9IiEl28HLF4xa8MiyIL8,gpt-4.1-mini-2025-04-14,fp_7801f140fb,2026-09-16T01:32:05.068720+00:00,2026-09-16T01:32:05.867849+00:00,0.799,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
77,609,C1,gpt,gpt-4.1-mini,12095973,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1126,300,explicit_numeric,578,21,599,1,,[],chatcmpl-EOYnOyUJIF4OlSQBMbtMT6jfucD9E,gpt-4.1-mini-2025-04-14,fp_ab6257cfad,2026-09-16T01:32:13.374827+00:00,2026-09-16T01:32:13.985843+00:00,0.611,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
78,622,C1,gpt,gpt-4.1-mini,15703931,REFUTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,570,22,592,1,,[],chatcmpl-EOYncFjgjLMZ9e2yw9JaF4yZCgtd2,gpt-4.1-mini-2025-04-14,fp_7801f140fb,2026-09-16T01:32:27.708384+00:00,2026-09-16T01:32:28.528516+00:00,0.82,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
79,629,C1,gpt,gpt-4.1-mini,12913347,SUPPORTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,537,21,558,1,,[],chatcmpl-EOYnkCZBneCxNXwqXiwSGHHwxSTZj,gpt-4.1-mini-2025-04-14,fp_77a162052f,2026-09-16T01:32:35.397410+00:00,2026-09-16T01:32:35.999636+00:00,0.602,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
80,634,C1,gpt,gpt-4.1-mini,9550200,SUPPORTED,SUPPORTED,0.25,COMMIT,full,clean,1,short,737,300,explicit_numeric,449,20,469,1,,[],chatcmpl-EOYnp4HPViZfJQnG3yvTj1qaAqi81,gpt-4.1-mini-2025-04-14,fp_5077a5477e,2026-09-16T01:32:40.619591+00:00,2026-09-16T01:32:41.224468+00:00,0.605,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",58
81,641,C1,gpt,gpt-4.1-mini,26701174,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,608,20,628,1,,[],chatcmpl-EOYnwyELcPyC2HOw4u3k1AXNJvBy1,gpt-4.1-mini-2025-04-14,fp_77a162052f,2026-09-16T01:32:47.580843+00:00,2026-09-16T01:32:48.288332+00:00,0.708,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
82,654,C1,gpt,gpt-4.1-mini,22186742,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,955,300,explicit_numeric,537,21,558,1,,[],chatcmpl-EOYoAG5h7Y8HhWGjU31LDI9Lhum44,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T01:33:01.705027+00:00,2026-09-16T01:33:02.317507+00:00,0.613,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
83,661,C1,gpt,gpt-4.1-mini,22532370,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,857,300,explicit_numeric,470,20,490,1,,[],chatcmpl-EOYoIuzHunxepj7xEy5jOyrMgLH3x,gpt-4.1-mini-2025-04-14,fp_dc9dc22150,2026-09-16T01:33:09.285715+00:00,2026-09-16T01:33:10.205278+00:00,0.92,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
84,666,C1,gpt,gpt-4.1-mini,22188074,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,580,20,600,1,,[],chatcmpl-EOYoOEj31XqK0EoUwgYv7KJwjEGPf,gpt-4.1-mini-2025-04-14,fp_6bc8ee4e86,2026-09-16T01:33:15.226503+00:00,2026-09-16T01:33:15.833480+00:00,0.607,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
85,673,C1,gpt,gpt-4.1-mini,19653482,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1062,300,explicit_numeric,472,20,492,1,,[],chatcmpl-EOYoVFxa5sL20nUzmlsCPC7VmhCrk,gpt-4.1-mini-2025-04-14,fp_0f45d14ea7,2026-09-16T01:33:23.012248+00:00,2026-09-16T01:33:23.720658+00:00,0.708,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
86,686,C1,gpt,gpt-4.1-mini,18041059,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,627,20,647,1,,[],chatcmpl-EOYol7987frdRMuyCZKmpzLETV5kh,gpt-4.1-mini-2025-04-14,fp_9462904437,2026-09-16T01:33:38.470187+00:00,2026-09-16T01:33:39.083404+00:00,0.613,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
87,693,C1,gpt,gpt-4.1-mini,21550158,SUPPORTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,544,22,566,1,,[],chatcmpl-EOYotO3V1z3timHAbcMO8n7ONwi2J,gpt-4.1-mini-2025-04-14,fp_c9c2c1ebf2,2026-09-16T01:33:46.659416+00:00,2026-09-16T01:33:47.272090+00:00,0.613,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
88,698,C1,gpt,gpt-4.1-mini,21849531,REFUTED,INCONCLUSIVE,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,565,21,586,1,,[],chatcmpl-EOYozeCUa2DnLz533waT66w3lZ6IU,gpt-4.1-mini-2025-04-14,fp_2d64b11188,2026-09-16T01:33:52.191194+00:00,2026-09-16T01:33:53.008227+00:00,0.817,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",60
89,705,C1,gpt,gpt-4.1-mini,10430303,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,785,300,explicit_numeric,470,20,490,1,,[],chatcmpl-EOYp6w6lt1qCf7DHiu3Y8VIrruUBB,gpt-4.1-mini-2025-04-14,fp_bae8db394c,2026-09-16T01:34:00.190138+00:00,2026-09-16T01:34:00.659148+00:00,0.469,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
90,718,C1,gpt,gpt-4.1-mini,24336869,INCONCLUSIVE,INCONCLUSIVE,0.35,ABSTAIN,full,clean,1,short,1200,300,explicit_numeric,548,22,570,1,,[],chatcmpl-EOYpKoRRX8aKWQQpBWv4FRXYq788C,gpt-4.1-mini-2025-04-14,fp_852b24f473,2026-09-16T01:34:13.837361+00:00,2026-09-16T01:34:14.410128+00:00,0.573,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
91,725,C1,gpt,gpt-4.1-mini,24652474,REFUTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,562,22,584,1,,[],chatcmpl-EOYpSP50FoOcZHuRHM2HugiqlVapb,gpt-4.1-mini-2025-04-14,fp_7801f140fb,2026-09-16T01:34:21.884126+00:00,2026-09-16T01:34:22.707630+00:00,0.824,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
92,730,C1,gpt,gpt-4.1-mini,10411439,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,951,300,explicit_numeric,499,20,519,1,,[],chatcmpl-EOYpYgPn5kU6oNNs1BtlqajVI2wut,gpt-4.1-mini-2025-04-14,fp_dc9dc22150,2026-09-16T01:34:27.928113+00:00,2026-09-16T01:34:28.717960+00:00,0.79,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
93,737,C1,gpt,gpt-4.1-mini,12221908,SUPPORTED,INCONCLUSIVE,0.45,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,571,22,593,1,,[],chatcmpl-EOYphKK5xPTi4wgVnG5TwxOAGdeBF,gpt-4.1-mini-2025-04-14,fp_7681b9e269,2026-09-16T01:34:37.040478+00:00,2026-09-16T01:34:38.163947+00:00,1.123,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.45
ACTION: ABSTAIN",62
94,750,C1,gpt,gpt-4.1-mini,18179827,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,576,20,596,1,,[],chatcmpl-EOYpyD20nczJ9VAVAmlCnYpBH9tvv,gpt-4.1-mini-2025-04-14,fp_41b7e497f3,2026-09-16T01:34:53.221298+00:00,2026-09-16T01:34:54.009955+00:00,0.789,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
95,757,C1,gpt,gpt-4.1-mini,26079501,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,591,20,611,1,,[],chatcmpl-EOYq73orZD6MHx9trySRQNjz1E9fs,gpt-4.1-mini-2025-04-14,fp_6bc8ee4e86,2026-09-16T01:35:02.234865+00:00,2026-09-16T01:35:02.772102+00:00,0.537,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
96,762,C1,gpt,gpt-4.1-mini,18388848,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,538,20,558,1,,[],chatcmpl-EOYqCN7jDIEPTKkJQovXS0MWUZDWs,gpt-4.1-mini-2025-04-14,fp_5077a5477e,2026-09-16T01:35:07.869330+00:00,2026-09-16T01:35:08.624132+00:00,0.755,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
97,769,C1,gpt,gpt-4.1-mini,24625433,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,617,21,638,1,,[],chatcmpl-EOYqKB8sVJwZ9xcvzOJdcM1oxWQT4,gpt-4.1-mini-2025-04-14,fp_41b7e497f3,2026-09-16T01:35:15.646375+00:00,2026-09-16T01:35:16.257705+00:00,0.611,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
98,782,C1,gpt,gpt-4.1-mini,27592038,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,572,20,592,1,,[],chatcmpl-EOYqZwrf5aDTEno5ub5EKA8sH9oU3,gpt-4.1-mini-2025-04-14,fp_2d64b11188,2026-09-16T01:35:31.005157+00:00,2026-09-16T01:35:31.722803+00:00,0.718,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
99,789,C1,gpt,gpt-4.1-mini,22453060,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,567,20,587,1,,[],chatcmpl-EOYqjJO2uJX3mmIWGISW4ubsUMw5B,gpt-4.1-mini-2025-04-14,fp_cdd2846ed6,2026-09-16T01:35:40.534504+00:00,2026-09-16T01:35:41.448023+00:00,0.914,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
100,794,C1,gpt,gpt-4.1-mini,24671913,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,613,20,633,1,,[],chatcmpl-EOYqpWkeamDXV6hpt6SamEi8xDm0B,gpt-4.1-mini-2025-04-14,fp_8c3b082e4e,2026-09-16T01:35:46.368931+00:00,2026-09-16T01:35:47.085948+00:00,0.717,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
101,801,C1,gpt,gpt-4.1-mini,22237146,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,short,1200,300,explicit_numeric,571,20,591,1,,[],chatcmpl-EOYqwYkN6WYa0aALUmdT5OpZFCZHy,gpt-4.1-mini-2025-04-14,fp_0f45d14ea7,2026-09-16T01:35:54.151049+00:00,2026-09-16T01:35:54.763438+00:00,0.612,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
102,814,C1,gpt,gpt-4.1-mini,24901580,SUPPORTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,583,22,605,1,,[],chatcmpl-EOYrB1Hx1OKOzVufJlr4qyiQeIqfc,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T01:36:08.688865+00:00,2026-09-16T01:36:09.301809+00:00,0.613,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
103,821,C1,gpt,gpt-4.1-mini,19444061,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,569,21,590,1,,[],chatcmpl-EOYrKQXLz902shQboadnJMwEmbPaN,gpt-4.1-mini-2025-04-14,fp_7801f140fb,2026-09-16T01:36:17.741689+00:00,2026-09-16T01:36:18.690440+00:00,0.949,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
104,826,C1,gpt,gpt-4.1-mini,17598882,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,short,1200,300,explicit_numeric,553,20,573,1,,[],chatcmpl-EOYrQB1w6jrPBFmTNT5VvmcyILLzu,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T01:36:23.738672+00:00,2026-09-16T01:36:24.356105+00:00,0.617,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
105,833,C1,gpt,gpt-4.1-mini,12970636,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,574,20,594,1,,[],chatcmpl-EOYrZV0WqBXJ7ctqZXEeZ7EknqY0r,gpt-4.1-mini-2025-04-14,fp_73ba833c7d,2026-09-16T01:36:31.428160+00:00,2026-09-16T01:36:33.263494+00:00,1.835,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
106,846,C1,gpt,gpt-4.1-mini,9446993,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,750,300,explicit_numeric,431,21,452,1,,[],chatcmpl-EOYrnGKoyYDS1HPmwrLpvpOdhXfQM,gpt-4.1-mini-2025-04-14,fp_03a696da6b,2026-09-16T01:36:46.993616+00:00,2026-09-16T01:36:47.561622+00:00,0.568,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
107,853,C1,gpt,gpt-4.1-mini,15112004,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,543,21,564,1,,[],chatcmpl-EOYry9diQDYDa9JQvHm3TI1zLgvo8,gpt-4.1-mini-2025-04-14,fp_bae8db394c,2026-09-16T01:36:57.226494+00:00,2026-09-16T01:36:57.840879+00:00,0.614,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
108,858,C1,gpt,gpt-4.1-mini,21873082,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,545,20,565,1,,[],chatcmpl-EOYs5EEGaOwCGVXSgSwlGjAGDITcf,gpt-4.1-mini-2025-04-14,fp_85b431086d,2026-09-16T01:37:05.014370+00:00,2026-09-16T01:37:05.620566+00:00,0.606,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
109,865,C1,gpt,gpt-4.1-mini,19913785,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,610,21,631,1,,[],chatcmpl-EOYsEvp0y0CEImmDjHOSpX3PAYiya,gpt-4.1-mini-2025-04-14,fp_c57a5fbe5e,2026-09-16T01:37:13.104344+00:00,2026-09-16T01:37:13.916680+00:00,0.812,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
110,878,C1,gpt,gpt-4.1-mini,15050326,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,595,20,615,1,,[],chatcmpl-EOYsSx4iFGmfWZBDO3yKTKi1HMRoM,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T01:37:27.544069+00:00,2026-09-16T01:37:28.149878+00:00,0.606,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
111,885,C1,gpt,gpt-4.1-mini,26104852,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1132,300,explicit_numeric,563,20,583,1,,[],chatcmpl-EOYsZ4NSXir58c8RaIxtDwiMbUo3k,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T01:37:34.984119+00:00,2026-09-16T01:37:35.625296+00:00,0.641,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
112,890,C1,gpt,gpt-4.1-mini,24669960,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,583,20,603,1,,[],chatcmpl-EOYsfTFeTenuXfJQR2zHheBCrFXDl,gpt-4.1-mini-2025-04-14,fp_85b431086d,2026-09-16T01:37:40.440693+00:00,2026-09-16T01:37:41.258464+00:00,0.818,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
113,897,C1,gpt,gpt-4.1-mini,27040842,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,796,300,explicit_numeric,472,21,493,1,,[],chatcmpl-EOYsnkGvs95a5xwWh2Hy4gpXuaQQR,gpt-4.1-mini-2025-04-14,fp_6e472412bd,2026-09-16T01:37:48.776076+00:00,2026-09-16T01:37:49.350863+00:00,0.575,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
114,910,C1,gpt,gpt-4.1-mini,24340838,SUPPORTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,569,22,591,1,,[],chatcmpl-EOYt2XXpBSEeVyZv9PDUx2nyxUPXB,gpt-4.1-mini-2025-04-14,fp_7725bead7d,2026-09-16T01:38:03.491183+00:00,2026-09-16T01:38:04.197804+00:00,0.707,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
